CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1299227,13000032240,201332240,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/28/2013 09:37:00 PM,135XX BLOCK OF AURORA AVE N,N,N1,600.1011,-122.34502704,47.727768618,"(47.727768618, -122.34502704)",,,,
1299269,13000032289,201332289,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/28/2013 10:22:00 PM,N 125 ST / AURORA AV N,N,N1,402.2003,-122.344940802,47.719570093,"(47.719570093, -122.344940802)",,,,
1299278,13000032293,201332293,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/28/2013 10:33:00 PM,135XX BLOCK OF AURORA AVE N,N,N1,600.1011,-122.34502704,47.727768618,"(47.727768618, -122.34502704)",,,,
1299282,13000032305,201332305,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/28/2013 10:43:00 PM,N 88 ST / AURORA AV N,N,N2,1800.2005,-122.344549918,47.692736491,"(47.692736491, -122.344549918)",,,,
1299284,13000032323,201332323,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/28/2013 10:55:00 PM,124XX BLOCK OF AURORA AVE N,N,N1,600.3005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
1302172,13000035535,201335535,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/31/2013 11:45:00 PM,122XX BLOCK OF AURORA AVE N,N,N1,402.2005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
1303005,13000036827,201336827,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/01/2013 08:41:00 PM,N 143 ST / AURORA AV N,N,N1,401.1000,-122.345080033,47.732307608,"(47.732307608, -122.345080033)",,,,
1303315,13000037174,201337174,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/02/2013 02:40:00 AM,14XX BLOCK OF 6TH AVE,NULL,W,NULL,-122.334010386,47.610645919,"(47.610645919, -122.334010386)",,,,
1303323,13000037160,201337160,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/02/2013 02:49:00 AM,14XX BLOCK OF 6TH AVE,NULL,W,NULL,-122.334010386,47.610645919,"(47.610645919, -122.334010386)",,,,
1303324,13000037113,201337113,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/02/2013 02:49:00 AM,14XX BLOCK OF 6TH AVE,D,D3,8200.1012,-122.334010386,47.610645919,"(47.610645919, -122.334010386)",,,,
1303325,13000037078,201337078,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/02/2013 02:48:00 AM,14XX BLOCK OF 6TH AVE,D,D3,8200.1012,-122.334010386,47.610645919,"(47.610645919, -122.334010386)",,,,
1303326,13000036997,201336997,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/02/2013 02:48:00 AM,14XX BLOCK OF 6TH AVE,D,D3,8200.1012,-122.334010386,47.610645919,"(47.610645919, -122.334010386)",,,,
1303327,13000036981,201336981,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/02/2013 02:46:00 AM,14XX BLOCK OF 6TH AVE,D,D3,8200.1012,-122.334010386,47.610645919,"(47.610645919, -122.334010386)",,,,
1303423,13000037333,201337333,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/02/2013 06:41:00 AM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
1304132,13000038172,201338172,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/03/2013 12:00:00 AM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
1304462,13000038563,201338563,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/03/2013 10:38:00 AM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
1305092,13000039420,201339420,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/04/2013 06:28:00 AM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
1305769,13000040317,201340317,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/04/2013 09:28:00 PM,103XX BLOCK OF AURORA AVE N,N,N2,1300.4008,-122.344674752,47.70342166,"(47.70342166, -122.344674752)",,,,
1306087,13000036872,201336872,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/01/2013 09:42:00 PM,14XX BLOCK OF 6TH AVE,D,D3,8200.1012,-122.334010386,47.610645919,"(47.610645919, -122.334010386)",,,,
1306088,13000036751,201336751,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/01/2013 09:45:00 PM,14XX BLOCK OF 6TH AVE,D,D3,8200.1012,-122.334010386,47.610645919,"(47.610645919, -122.334010386)",,,,
1306167,13000040513,201340513,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/05/2013 09:18:00 AM,64XX BLOCK OF 23RD AVE S,S,S1,11000.4004,-122.304107036,47.544723607,"(47.544723607, -122.304107036)",,,,
1306894,13000041618,201341618,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/06/2013 12:45:00 AM,7 AV S / S WELLER ST,K,K2,9100.1010,-122.323757569,47.597509149,"(47.597509149, -122.323757569)",,,,
1307980,13000043009,201343009,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/07/2013 06:27:00 AM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
1309010,13000044249,201344249,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/08/2013 05:59:00 AM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
1310701,13000046374,201346374,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/09/2013 08:37:00 PM,24XX BLOCK OF ALASKAN WAY,M,M1,8001.3021,-122.350021901,47.612187836,"(47.612187836, -122.350021901)",,,,
1310852,13000046559,201346559,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/09/2013 11:14:00 PM,RAINIER AV S / S BYRON ST,R,R1,9500.5024,-122.294788132,47.573941987,"(47.573941987, -122.294788132)",,,,
1310880,13000046609,201346609,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/09/2013 11:52:00 PM,7XX BLOCK OF MAYNARD AVE S,K,K2,9100.1016,-122.325066893,47.596254845,"(47.596254845, -122.325066893)",,,,
1311763,13000047598,201347598,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/11/2013 12:12:00 AM,23 AV / E JEFFERSON ST,G,G1,8700.2000,-122.302780576,47.606175276,"(47.606175276, -122.302780576)",,,,
1311805,13000047665,201347665,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/11/2013 01:32:00 AM,8XX BLOCK OF RAINIER AVE S,G,G2,9400.2006,-122.310948488,47.595115068,"(47.595115068, -122.310948488)",,,,
1313482,13000049934,201349934,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/12/2013 08:53:00 PM,MAYNARD AV S / S KING ST,K,K2,9100.2007,-122.325058631,47.598350343,"(47.598350343, -122.325058631)",,,,
1313718,13000050174,201350174,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/13/2013 02:17:00 AM,2 AV / UNION ST,NULL,E,NULL,-122.337994191,47.608292534,"(47.608292534, -122.337994191)",,,,
1314144,13000050770,201350770,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/13/2013 02:55:00 PM,N 103 ST / AURORA AV N,N,N2,1300.4013,-122.344679176,47.703601363,"(47.703601363, -122.344679176)",,,,
1314667,13000051352,201351352,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/13/2013 11:56:00 PM,N 90 ST / EVANSTON AV N,N,N2,1700.2006,-122.351257363,47.694204818,"(47.694204818, -122.351257363)",,,,
1316364,13000053505,201353505,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/15/2013 04:46:00 PM,AURORA AV N / N 95 ST,N,N2,1800.3001,-122.344608114,47.69780844,"(47.69780844, -122.344608114)",,,,
1317649,13000055078,201355078,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/16/2013 11:48:00 PM,N 96 ST / AURORA AV N,N,N3,1300.2007,-122.344616986,47.698532212,"(47.698532212, -122.344616986)",,,,
1318399,13000055969,201355969,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/17/2013 10:39:00 PM,39 AV S / RAINIER AV S,R,R3,10300.5011,-122.283483161,47.555899181,"(47.555899181, -122.283483161)",,,,
1318595,13000056254,201356254,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/18/2013 05:59:00 AM,9 AV N / HARRISON ST,D,D1,7200.1016,-122.3397628,47.622045014,"(47.622045014, -122.3397628)",,,,
1319276,13000057063,201357063,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/18/2013 10:24:00 PM,1XX BLOCK OF DEXTER AVE N,D,D1,7200.1039,-122.342396783,47.619134888,"(47.619134888, -122.342396783)",,,,
1321307,10000444110,2010444110,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/27/2010 07:49:00 PM,8XX BLOCK OF DENNY WAY,D,D1,7200.1039,-122.340602321,47.61854329,"(47.61854329, -122.340602321)",,,,
1321708,13000060154,201360154,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/21/2013 03:00:00 PM,8XX BLOCK OF STEWART ST,D,D2,7300.3024,-122.334865851,47.6152845,"(47.6152845, -122.334865851)",,,,
1322002,13000060493,201360493,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/21/2013 08:36:00 PM,AURORA AV N / N 100 ST,N,N2,1300.3000,-122.344652476,47.701427304,"(47.701427304, -122.344652476)",,,,
1322108,13000060595,201360595,125,PROSTITUTION,VICE CALLS,PROSTITUTION,02/21/2013 10:34:00 PM,N 97 ST / AURORA AV N,N,N2,1300.3011,-122.344632324,47.699617845,"(47.699617845, -122.344632324)",,,,
1323326,15000235073,2015235073,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/09/2015 08:17:00 PM,125XX BLOCK OF AURORA AV N,N,N2,600.3004,-122.344946829,47.720481993,"(47.720481993, -122.344946829)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1323327,15000235060,2015235060,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/09/2015 08:06:00 PM,N 93 ST / AURORA AV N,N,N3,1800.3000,-122.344594351,47.6963581,"(47.6963581, -122.344594351)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1323328,15000235056,2015235056,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/09/2015 08:04:00 PM,N 98 ST / AURORA AV N,N,N3,1300.3010,-122.3446424,47.700522576,"(47.700522576, -122.3446424)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1753163,16000196748,2016196748,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/03/2016 11:31:27 PM,92XX BLOCK OF AURORA AV N,N,N3,1800.3006,-122.34459,47.695995,"(47.695995, -122.34459)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1753238,16000196532,2016196532,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/04/2016 12:54:18 AM,135XX BLOCK OF AURORA AV N,N,N2,600.1011,-122.345024,47.727768,"(47.727768, -122.345024)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,06/03/2016 08:19:54 PM
1325003,15000237205,2015237205,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/11/2015 12:12:00 PM,RAINIER AV S / S GARDEN ST,S,S2,11102.4004,-122.270434957,47.537641601,"(47.537641601, -122.270434957)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778298,16000239826,2016239826,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:44:58 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778284,16000239801,2016239801,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:36:38 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778285,16000239799,2016239799,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:30:10 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778356,16000239951,2016239951,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:06:26 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778357,16000239950,2016239950,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:06:08 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1742614,16000179862,2016179862,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/22/2016 10:37:17 PM,127XX BLOCK OF AURORA AV N,N,N2,600.3006,-122.34496,47.721848,"(47.721848, -122.34496)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,05/22/2016 10:26:46 PM
1778296,16000239829,2016239829,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:46:19 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778297,16000239828,2016239828,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:45:38 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1742640,16000179832,2016179832,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/22/2016 10:11:10 PM,93XX BLOCK OF AURORA AV N,N,N3,1800.3000,-122.3446,47.696724,"(47.696724, -122.3446)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,05/22/2016 09:59:08 PM
1753691,16000197698,2016197698,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/04/2016 04:43:07 PM,96XX BLOCK OF AURORA AV N,N,N3,1300.3014,-122.34463,47.699165,"(47.699165, -122.34463)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778300,16000239824,2016239824,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:44:18 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778640,16000240543,2016240543,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 07:04:17 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1734190,16000163180,2016163180,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/10/2016 07:13:48 PM,97XX BLOCK OF AURORA AV N,N,N3,1300.3009,-122.344635,47.700073,"(47.700073, -122.344635)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/10/2016 05:35:25 PM
1734221,16000163328,2016163328,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/10/2016 08:02:47 PM,135XX BLOCK OF AURORA AV N,N,N2,600.1011,-122.345024,47.727768,"(47.727768, -122.345024)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1734225,16000163297,2016163297,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/10/2016 07:51:50 PM,135XX BLOCK OF AURORA AV N,N,N2,600.1004,-122.345024,47.727768,"(47.727768, -122.345024)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,05/10/2016 07:14:12 PM
1734247,16000163377,2016163377,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/10/2016 08:49:29 PM,135XX BLOCK OF AURORA AV N,N,N2,600.1004,-122.345024,47.727768,"(47.727768, -122.345024)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1734249,16000163352,2016163352,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/10/2016 08:45:30 PM,135XX BLOCK OF AURORA AV N,N,N2,600.1004,-122.345024,47.727768,"(47.727768, -122.345024)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,05/10/2016 08:06:21 PM
1778277,16000239815,2016239815,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:38:56 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778279,16000239812,2016239812,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:38:01 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1775931,16000236113,2016236113,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2016 08:36:59 PM,N 135 ST / AURORA AV N,N,N2,401.1008,-122.34502,47.726856,"(47.726856, -122.34502)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,07/02/2016 07:22:45 PM
1775963,16000236229,2016236229,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2016 09:26:56 PM,AURORA AV N / N 135 ST,N,N2,401.1008,-122.34502,47.726856,"(47.726856, -122.34502)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,07/02/2016 08:51:43 PM
1775928,16000236160,2016236160,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2016 08:36:16 PM,N 135 ST / AURORA AV N,N,N2,401.1008,-122.34502,47.726856,"(47.726856, -122.34502)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,07/02/2016 08:06:10 PM
1742634,16000179841,2016179841,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/23/2016 04:28:55 AM,93XX BLOCK OF AURORA AV N,N,N3,1800.3000,-122.3446,47.696724,"(47.696724, -122.3446)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,05/22/2016 10:10:36 PM
1775912,16000236137,2016236137,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2016 08:16:21 PM,N 135 ST / AURORA AV N,N,N2,401.1008,-122.34502,47.726856,"(47.726856, -122.34502)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,07/02/2016 07:44:40 PM
1775974,16000236304,2016236304,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2016 10:00:48 PM,135XX BLOCK OF AURORA AV N,N,N2,600.1011,-122.345024,47.727768,"(47.727768, -122.345024)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1775975,16000236252,2016236252,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2016 09:34:29 PM,N 135 ST / AURORA AV N,N,N2,401.1008,-122.34502,47.726856,"(47.726856, -122.34502)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,07/02/2016 09:08:49 PM
1775950,16000236191,2016236191,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2016 08:56:05 PM,N 135 ST / AURORA AV N,N,N2,401.1008,-122.34502,47.726856,"(47.726856, -122.34502)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,07/02/2016 08:22:14 PM
1725156,16000147329,2016147329,125,PROSTITUTION,VICE CALLS,PROSTITUTION,04/28/2016 06:54:22 PM,141XX BLOCK OF AURORA AV N,N,N2,401.1006,-122.34507,47.731674,"(47.731674, -122.34507)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,04/28/2016 06:39:11 PM
1735683,16000166004,2016166004,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/12/2016 05:58:44 PM,116XX BLOCK OF AURORA AV N,N,N2,600.3007,-122.34483,47.713547,"(47.713547, -122.34483)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778301,16000239823,2016239823,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:43:37 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778302,16000239822,2016239822,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:42:49 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778303,16000239821,2016239821,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:42:14 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1755545,16000200920,2016200920,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/06/2016 08:57:50 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5200.5000,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1736448,16000167078,2016167078,125,PROSTITUTION,VICE CALLS,PROSTITUTION,05/13/2016 04:15:18 PM,NE 50 ST / ROOSEVELT WY NE,U,U1,5200.5000,-122.317406,47.664936,"(47.664936, -122.317406)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,05/13/2016 12:55:49 PM
1777219,16000232439,2016232439,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2016 08:56:15 AM,19XX BLOCK OF N 137 ST,N,N2,600.1000,-122.33489,47.728672,"(47.728672, -122.33489)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1757253,16000203880,2016203880,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/08/2016 10:54:47 PM,AURORA AV N / N 97 ST,N,N3,1300.3014,-122.344635,47.69962,"(47.69962, -122.344635)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,06/08/2016 10:13:45 PM
1757318,16000204018,2016204018,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/09/2016 12:39:16 AM,N 94 ST / AURORA AV N,N,N3,1800.3000,-122.344604,47.697083,"(47.697083, -122.344604)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1768020,16000222701,2016222701,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/22/2016 09:46:24 PM,N 85 ST / AURORA AV N,N,N3,1800.2010,-122.34452,47.690563,"(47.690563, -122.34452)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778281,16000239809,2016239809,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:37:21 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778282,16000239807,2016239807,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:36:36 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778304,16000239820,2016239820,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:41:33 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778305,16000239818,2016239818,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 10:40:43 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778362,16000239944,2016239944,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:04:23 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778363,16000239943,2016239943,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:04:02 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1780006,16000242845,2016242845,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/07/2016 10:28:27 AM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778348,16000239960,2016239960,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:09:16 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778349,16000239958,2016239958,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:08:36 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778350,16000239957,2016239957,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:08:17 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778352,16000239955,2016239955,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:07:56 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778359,16000239947,2016239947,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:05:27 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778360,16000239946,2016239946,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:05:08 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778361,16000239945,2016239945,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:04:49 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1778364,16000239942,2016239942,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2016 12:03:07 PM,47XX BLOCK OF ROOSEVELT WY NE,U,U2,5301.2004,-122.31741,47.66403,"(47.66403, -122.31741)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
